# sequana_coverage thresholds:-3.00,3.00,0.50,0.50 window_size:2001 circular:True gc_window_size:201
# JB409847: [{'mu': 0.85606077220333165, 'sigma': 0.24990500986642308, 'pi': 0.2154707467087344}, {'mu': 1.0075128899677164, 'sigma': 0.049589144912210725, 'pi': 0.78452925329126555}]
chr,pos,cov,gc,rm,scale,zscore
JB409847,9850,1007,0.448,1.01e+03,0.999,-0.172
JB409847,9851,1008,0.453,1.01e+03,1,-0.152
JB409847,9852,1013,0.458,1.01e+03,1,-0.0515
JB409847,9853,1015,0.458,1.01e+03,1.01,-0.0115
JB409847,9854,1022,0.458,1.01e+03,1.01,0.129
JB409847,9855,1023,0.463,1.01e+03,1.01,0.149
JB409847,9856,1022,0.463,1.01e+03,1.01,0.129
JB409847,9857,1025,0.468,1.01e+03,1.02,0.189
JB409847,9858,1023,0.468,1.01e+03,1.01,0.149
JB409847,9859,1020,0.463,1.01e+03,1.01,0.0886
JB409847,9860,1016,0.458,1.01e+03,1.01,0.00854
JB409847,9861,1012,0.453,1.01e+03,1,-0.0715
JB409847,9862,1011,0.458,1.01e+03,1,-0.0915
JB409847,9863,1014,0.458,1.01e+03,1.01,-0.0315
JB409847,9864,1010,0.458,1.01e+03,1,-0.111
JB409847,9865,1010,0.453,1.01e+03,1,-0.111
JB409847,9866,1012,0.458,1.01e+03,1,-0.0715
JB409847,9867,1015,0.458,1.01e+03,1.01,-0.0115
JB409847,9868,1014,0.458,1.01e+03,1.01,-0.0315
JB409847,9869,1020,0.453,1.01e+03,1.01,0.0886
JB409847,9870,1021,0.458,1.01e+03,1.01,0.109
JB409847,9871,1020,0.458,1.01e+03,1.01,0.0886
JB409847,9872,1019,0.463,1.01e+03,1.01,0.0686
JB409847,9873,1020,0.463,1.01e+03,1.01,0.0886
JB409847,9874,1022,0.468,1.01e+03,1.01,0.129
JB409847,9875,1019,0.468,1.01e+03,1.01,0.0686
JB409847,9876,1018,0.463,1.01e+03,1.01,0.0486
JB409847,9877,1016,0.463,1.01e+03,1.01,0.00854
JB409847,9878,1019,0.468,1.01e+03,1.01,0.0686
JB409847,9879,1016,0.463,1.01e+03,1.01,0.00854
JB409847,9880,1022,0.463,1.01e+03,1.01,0.129
JB409847,9881,1026,0.463,1.01e+03,1.02,0.188
JB409847,9882,1024,0.468,1.01e+03,1.01,0.148
JB409847,9883,1020,0.473,1.01e+03,1.01,0.0683
JB409847,9884,1019,0.468,1.01e+03,1.01,0.0484
JB409847,9885,1015,0.468,1.01e+03,1.01,-0.0316
JB409847,9886,1018,0.473,1.01e+03,1.01,0.0284
JB409847,9887,1016,0.473,1.01e+03,1.01,-0.0116
JB409847,9888,1014,0.478,1.01e+03,1,-0.0516
JB409847,9889,1015,0.478,1.01e+03,1,-0.0517
JB409847,9890,1018,0.478,1.01e+03,1.01,0.00823
JB409847,9891,1021,0.473,1.01e+03,1.01,0.0681
JB409847,9892,1021,0.478,1.01e+03,1.01,0.0681
JB409847,9893,1019,0.473,1.01e+03,1.01,0.0282
JB409847,9894,1021,0.478,1.01e+03,1.01,0.0681
JB409847,9895,1016,0.478,1.01e+03,1.01,-0.0317
JB409847,9896,1017,0.473,1.01e+03,1.01,-0.0117
JB409847,9897,1018,0.478,1.01e+03,1.01,0.00823
JB409847,9898,1018,0.483,1.01e+03,1.01,0.00823
JB409847,9899,1017,0.483,1.01e+03,1.01,-0.0117
JB409847,9900,1018,0.488,1.01e+03,1.01,0.00823
JB409847,9901,1018,0.488,1.01e+03,1.01,0.00823
JB409847,9902,1020,0.493,1.01e+03,1.01,0.028
JB409847,9903,1022,0.493,1.01e+03,1.01,0.0679
JB409847,9904,1021,0.493,1.01e+03,1.01,0.048
JB409847,9905,1019,0.488,1.01e+03,1.01,0.00807
JB409847,9906,1024,0.493,1.01e+03,1.01,0.108
JB409847,9907,1029,0.498,1.01e+03,1.02,0.208
JB409847,9908,1028,0.502,1.01e+03,1.02,0.188
JB409847,9909,1030,0.507,1.01e+03,1.02,0.207
JB409847,9910,1025,0.507,1.01e+03,1.01,0.108
JB409847,9911,1027,0.512,1.01e+03,1.01,0.147
JB409847,9912,1024,0.507,1.01e+03,1.01,0.0876
JB409847,9913,1020,0.502,1.01e+03,1.01,0.00791
JB409847,9914,1013,0.502,1.01e+03,1,-0.132
JB409847,9915,1010,0.498,1.01e+03,0.998,-0.191
JB409847,9916,1012,0.498,1.01e+03,1,-0.152
JB409847,9917,1015,0.502,1.01e+03,1,-0.0917
JB409847,9918,1015,0.502,1.01e+03,1,-0.112
JB409847,9919,1011,0.498,1.01e+03,0.998,-0.191
JB409847,9920,1006,0.493,1.01e+03,0.993,-0.291
JB409847,9921,1006,0.493,1.01e+03,0.993,-0.291
JB409847,9922,1000,0.493,1.01e+03,0.987,-0.41
JB409847,9923,1005,0.493,1.01e+03,0.991,-0.33
JB409847,9924,1009,0.488,1.01e+03,0.995,-0.251
JB409847,9925,1012,0.488,1.01e+03,0.998,-0.191
JB409847,9926,1010,0.493,1.01e+03,0.996,-0.231
JB409847,9927,1009,0.498,1.01e+03,0.995,-0.251
JB409847,9928,1010,0.502,1.01e+03,0.996,-0.231
JB409847,9929,1011,0.502,1.02e+03,0.996,-0.231
JB409847,9930,1012,0.502,1.02e+03,0.997,-0.211
JB409847,9931,1010,0.502,1.02e+03,0.995,-0.251
JB409847,9932,1008,0.502,1.02e+03,0.993,-0.291
JB409847,9933,1005,0.502,1.02e+03,0.99,-0.35
JB409847,9934,1004,0.502,1.02e+03,0.989,-0.37
JB409847,9935,1001,0.507,1.02e+03,0.986,-0.43
JB409847,9936,1001,0.512,1.02e+03,0.986,-0.43
JB409847,9937,1002,0.517,1.02e+03,0.987,-0.41
JB409847,9938,1006,0.517,1.02e+03,0.991,-0.33
JB409847,9939,1001,0.522,1.02e+03,0.986,-0.43
JB409847,9940,998,0.527,1.02e+03,0.983,-0.489
JB409847,9941,1000,0.522,1.02e+03,0.984,-0.469
JB409847,9942,997,0.517,1.02e+03,0.981,-0.529
JB409847,9943,1002,0.522,1.02e+03,0.986,-0.429
JB409847,9944,999,0.522,1.02e+03,0.983,-0.489
JB409847,9945,1001,0.527,1.02e+03,0.985,-0.449
JB409847,9946,1005,0.527,1.02e+03,0.989,-0.37
JB409847,9947,1005,0.527,1.02e+03,0.989,-0.37
JB409847,9948,1005,0.527,1.02e+03,0.989,-0.37
JB409847,9949,1005,0.527,1.02e+03,0.989,-0.37
JB409847,9950,1004,0.527,1.02e+03,0.988,-0.39
JB409847,9951,1005,0.527,1.02e+03,0.989,-0.37
JB409847,9952,1004,0.522,1.02e+03,0.988,-0.39
JB409847,9953,997,0.522,1.02e+03,0.98,-0.548
JB409847,9954,998,0.517,1.02e+03,0.981,-0.528
JB409847,9955,999,0.522,1.02e+03,0.982,-0.508
JB409847,9956,992,0.522,1.02e+03,0.974,-0.667
JB409847,9957,996,0.522,1.02e+03,0.978,-0.587
JB409847,9958,998,0.527,1.02e+03,0.98,-0.548
JB409847,9959,997,0.527,1.02e+03,0.979,-0.567
JB409847,9960,998,0.527,1.02e+03,0.98,-0.548
JB409847,9961,999,0.527,1.02e+03,0.981,-0.528
JB409847,9962,1001,0.522,1.02e+03,0.983,-0.488
JB409847,9963,1001,0.522,1.02e+03,0.983,-0.488
JB409847,9964,1000,0.517,1.02e+03,0.982,-0.508
JB409847,9965,999,0.517,1.02e+03,0.98,-0.547
JB409847,9966,1004,0.522,1.02e+03,0.985,-0.448
JB409847,9967,1002,0.522,1.02e+03,0.983,-0.488
JB409847,9968,1005,0.517,1.02e+03,0.986,-0.429
JB409847,9969,1005,0.517,1.02e+03,0.986,-0.429
JB409847,9970,1009,0.512,1.02e+03,0.99,-0.349
JB409847,9971,1014,0.517,1.02e+03,0.995,-0.25
JB409847,9972,1019,0.517,1.02e+03,1,-0.152
JB409847,9973,1019,0.512,1.02e+03,1,-0.152
JB409847,9974,1018,0.512,1.02e+03,0.999,-0.171
JB409847,9975,1013,0.512,1.02e+03,0.994,-0.27
JB409847,9976,1012,0.517,1.02e+03,0.993,-0.29
JB409847,9977,1016,0.522,1.02e+03,0.996,-0.231
JB409847,9978,1017,0.527,1.02e+03,0.997,-0.211
JB409847,9979,1015,0.527,1.02e+03,0.995,-0.25
JB409847,9980,1016,0.522,1.02e+03,0.996,-0.231
JB409847,9981,1014,0.522,1.02e+03,0.994,-0.27
JB409847,9982,1010,0.527,1.02e+03,0.99,-0.349
JB409847,9983,1004,0.527,1.02e+03,0.984,-0.468
JB409847,9984,1008,0.532,1.02e+03,0.988,-0.389
JB409847,9985,1009,0.527,1.02e+03,0.989,-0.369
JB409847,9986,1009,0.527,1.02e+03,0.989,-0.369
JB409847,9987,1007,0.527,1.02e+03,0.986,-0.428
JB409847,9988,1007,0.527,1.02e+03,0.986,-0.428
JB409847,9989,1006,0.532,1.02e+03,0.985,-0.448
JB409847,9990,1006,0.527,1.02e+03,0.985,-0.448
JB409847,9991,1003,0.527,1.02e+03,0.982,-0.507
JB409847,9992,1012,0.527,1.02e+03,0.991,-0.329
JB409847,9993,1019,0.532,1.02e+03,0.998,-0.191
JB409847,9994,1021,0.527,1.02e+03,1,-0.152
JB409847,9995,1020,0.527,1.02e+03,0.999,-0.171
JB409847,9996,1018,0.522,1.02e+03,0.997,-0.211
JB409847,9997,1016,0.522,1.02e+03,0.995,-0.25
JB409847,9998,1016,0.522,1.02e+03,0.994,-0.27
JB409847,9999,1020,0.522,1.02e+03,0.998,-0.191
JB409847,10000,1024,0.517,1.02e+03,1,-0.112
JB409847,10001,1024,0.517,1.02e+03,1,-0.112
JB409847,10002,1021,0.517,1.02e+03,0.999,-0.171
JB409847,10003,1020,0.512,1.02e+03,0.998,-0.191
JB409847,10004,1022,0.512,1.02e+03,1,-0.152
JB409847,10005,1019,0.512,1.02e+03,0.996,-0.23
JB409847,10006,1021,0.517,1.02e+03,0.998,-0.191
JB409847,10007,1021,0.517,1.02e+03,0.998,-0.191
JB409847,10008,1024,0.517,1.02e+03,1,-0.132
JB409847,10009,1025,0.517,1.02e+03,1,-0.132
JB409847,10010,1027,0.512,1.02e+03,1,-0.0924
JB409847,10011,1026,0.512,1.02e+03,1,-0.112
JB409847,10012,1027,0.507,1.02e+03,1,-0.0924
JB409847,10013,1025,0.512,1.02e+03,1,-0.132
JB409847,10014,1024,0.507,1.02e+03,1,-0.152
JB409847,10015,1028,0.502,1.02e+03,1,-0.0727
JB409847,10016,1028,0.502,1.02e+03,1,-0.0727
JB409847,10017,1029,0.498,1.02e+03,1,-0.053
JB409847,10018,1031,0.493,1.02e+03,1.01,-0.0137
JB409847,10019,1030,0.493,1.02e+03,1,-0.0531
JB409847,10020,1024,0.493,1.02e+03,0.999,-0.171
JB409847,10021,1027,0.493,1.02e+03,1,-0.112
JB409847,10022,1024,0.488,1.02e+03,0.999,-0.171
JB409847,10023,1025,0.493,1.02e+03,1,-0.152
JB409847,10024,1028,0.493,1.02e+03,1,-0.0925
JB409847,10025,1024,0.498,1.02e+03,0.999,-0.171
JB409847,10026,1023,0.498,1.02e+03,0.998,-0.191
JB409847,10027,1021,0.498,1.02e+03,0.996,-0.23
JB409847,10028,1019,0.502,1.03e+03,0.993,-0.289
JB409847,10029,1021,0.498,1.03e+03,0.995,-0.25
JB409847,10030,1025,0.498,1.03e+03,0.998,-0.191
JB409847,10031,1029,0.498,1.03e+03,1,-0.112
JB409847,10032,1028,0.498,1.03e+03,1,-0.132
JB409847,10033,1030,0.498,1.03e+03,1,-0.0926
JB409847,10034,1034,0.498,1.03e+03,1.01,-0.0141
JB409847,10035,1040,0.498,1.03e+03,1.01,0.104
JB409847,10036,1041,0.498,1.03e+03,1.01,0.123
JB409847,10037,1043,0.498,1.03e+03,1.02,0.163
JB409847,10038,1041,0.498,1.03e+03,1.01,0.123
JB409847,10039,1044,0.498,1.03e+03,1.02,0.162
JB409847,10040,1047,0.498,1.03e+03,1.02,0.221
JB409847,10041,1052,0.502,1.03e+03,1.02,0.319
JB409847,10042,1054,0.498,1.03e+03,1.03,0.359
JB409847,10043,1052,0.498,1.03e+03,1.02,0.319
JB409847,10044,1050,0.493,1.03e+03,1.02,0.28
JB409847,10045,1048,0.493,1.03e+03,1.02,0.241
JB409847,10046,1048,0.493,1.03e+03,1.02,0.241
JB409847,10047,1047,0.498,1.03e+03,1.02,0.201
JB409847,10048,1048,0.498,1.03e+03,1.02,0.221
JB409847,10049,1047,0.502,1.03e+03,1.02,0.201
JB409847,10050,1044,0.498,1.03e+03,1.01,0.142
JB409847,10051,1047,0.502,1.03e+03,1.02,0.201
JB409847,10052,1046,0.502,1.03e+03,1.02,0.182
JB409847,10053,1046,0.502,1.03e+03,1.02,0.162
JB409847,10054,1045,0.502,1.03e+03,1.01,0.142
JB409847,10055,1050,0.498,1.03e+03,1.02,0.24
JB409847,10056,1048,0.493,1.03e+03,1.02,0.201
JB409847,10057,1042,0.498,1.03e+03,1.01,0.0834
JB409847,10058,1044,0.493,1.03e+03,1.01,0.123
JB409847,10059,1039,0.498,1.03e+03,1.01,0.0247
JB409847,10060,1038,0.498,1.03e+03,1.01,-0.0146
JB409847,10061,1040,0.502,1.03e+03,1.01,0.0245
JB409847,10062,1034,0.502,1.03e+03,1,-0.0928
JB409847,10063,1038,0.498,1.03e+03,1.01,-0.0146
JB409847,10064,1038,0.502,1.03e+03,1.01,-0.0146
JB409847,10065,1038,0.502,1.03e+03,1.01,-0.0146
JB409847,10066,1039,0.502,1.03e+03,1.01,-0.0147
JB409847,10067,1038,0.502,1.03e+03,1.01,-0.0343
JB409847,10068,1042,0.502,1.03e+03,1.01,0.0439
JB409847,10069,1041,0.498,1.03e+03,1.01,0.0244
JB409847,10070,1046,0.502,1.03e+03,1.01,0.122
JB409847,10071,1044,0.498,1.03e+03,1.01,0.0632
JB409847,10072,1047,0.498,1.03e+03,1.01,0.122
JB409847,10073,1046,0.493,1.03e+03,1.01,0.102
JB409847,10074,1046,0.488,1.03e+03,1.01,0.102
JB409847,10075,1044,0.483,1.03e+03,1.01,0.0435
JB409847,10076,1043,0.488,1.03e+03,1.01,0.024
JB409847,10077,1043,0.493,1.03e+03,1.01,0.024
JB409847,10078,1037,0.493,1.03e+03,1,-0.093
JB409847,10079,1035,0.488,1.03e+03,1,-0.132
JB409847,10080,1036,0.493,1.03e+03,1,-0.112
JB409847,10081,1038,0.488,1.03e+03,1,-0.0735
JB409847,10082,1040,0.483,1.04e+03,1,-0.0541
JB409847,10083,1044,0.483,1.04e+03,1.01,0.0239
JB409847,10084,1044,0.478,1.04e+03,1.01,0.0239
JB409847,10085,1043,0.478,1.04e+03,1.01,0.00437
JB409847,10086,1045,0.483,1.04e+03,1.01,0.0237
JB409847,10087,1036,0.478,1.04e+03,1,-0.152
JB409847,10088,1031,0.478,1.04e+03,0.995,-0.249
JB409847,10089,1034,0.478,1.04e+03,0.998,-0.19
JB409847,10090,1036,0.478,1.04e+03,1,-0.152
JB409847,10091,1037,0.473,1.04e+03,1,-0.132
JB409847,10092,1029,0.478,1.04e+03,0.992,-0.307
JB409847,10093,1032,0.473,1.04e+03,0.995,-0.249
JB409847,10094,1039,0.473,1.04e+03,1,-0.113
JB409847,10095,1041,0.468,1.04e+03,1,-0.0737
JB409847,10096,1041,0.468,1.04e+03,1,-0.0737
JB409847,10097,1042,0.473,1.04e+03,1,-0.0738
JB409847,10098,1044,0.473,1.04e+03,1.01,-0.0349
JB409847,10099,1042,0.473,1.04e+03,1,-0.0738
JB409847,10100,1050,0.478,1.04e+03,1.01,0.0816
JB409847,10101,1051,0.473,1.04e+03,1.01,0.101
JB409847,10102,1049,0.473,1.04e+03,1.01,0.0622
JB409847,10103,1047,0.468,1.04e+03,1.01,0.0233
JB409847,10104,1049,0.473,1.04e+03,1.01,0.0622
JB409847,10105,1045,0.468,1.04e+03,1.01,-0.0155
JB409847,10106,1047,0.468,1.04e+03,1.01,0.0233
JB409847,10107,1048,0.463,1.04e+03,1.01,0.0232
JB409847,10108,1050,0.463,1.04e+03,1.01,0.062
JB409847,10109,1049,0.463,1.04e+03,1.01,0.0426
JB409847,10110,1055,0.458,1.04e+03,1.02,0.159
JB409847,10111,1061,0.453,1.04e+03,1.02,0.275
JB409847,10112,1059,0.448,1.04e+03,1.02,0.237
JB409847,10113,1057,0.448,1.04e+03,1.02,0.178
JB409847,10114,1061,0.448,1.04e+03,1.02,0.256
JB409847,10115,1065,0.448,1.04e+03,1.02,0.333
JB409847,10116,1064,0.448,1.04e+03,1.02,0.314
JB409847,10117,1061,0.448,1.04e+03,1.02,0.256
JB409847,10118,1061,0.443,1.04e+03,1.02,0.256
JB409847,10119,1060,0.443,1.04e+03,1.02,0.236
JB409847,10120,1063,0.443,1.04e+03,1.02,0.294
JB409847,10121,1060,0.443,1.04e+03,1.02,0.236
JB409847,10122,1066,0.443,1.04e+03,1.02,0.353
JB409847,10123,1067,0.443,1.04e+03,1.03,0.372
JB409847,10124,1067,0.448,1.04e+03,1.03,0.372
JB409847,10125,1070,0.448,1.04e+03,1.03,0.41
JB409847,10126,1068,0.448,1.04e+03,1.03,0.372
JB409847,10127,1070,0.448,1.04e+03,1.03,0.41
JB409847,10128,1071,0.448,1.04e+03,1.03,0.43
JB409847,10129,1075,0.443,1.04e+03,1.03,0.507
JB409847,10130,1073,0.448,1.04e+03,1.03,0.468
JB409847,10131,1074,0.448,1.04e+03,1.03,0.488
JB409847,10132,1069,0.448,1.04e+03,1.03,0.391
JB409847,10133,1071,0.453,1.04e+03,1.03,0.43
JB409847,10134,1066,0.453,1.04e+03,1.02,0.333
JB409847,10135,1059,0.448,1.04e+03,1.02,0.177
JB409847,10136,1061,0.443,1.04e+03,1.02,0.216
JB409847,10137,1062,0.443,1.04e+03,1.02,0.236
JB409847,10138,1064,0.443,1.04e+03,1.02,0.274
JB409847,10139,1060,0.443,1.04e+03,1.02,0.197
JB409847,10140,1061,0.443,1.04e+03,1.02,0.216
JB409847,10141,1057,0.443,1.04e+03,1.01,0.139
JB409847,10142,1054,0.443,1.04e+03,1.01,0.0807
JB409847,10143,1055,0.448,1.04e+03,1.01,0.1
JB409847,10144,1053,0.443,1.04e+03,1.01,0.0614
JB409847,10145,1052,0.448,1.04e+03,1.01,0.042
JB409847,10146,1052,0.448,1.04e+03,1.01,0.0225
JB409847,10147,1047,0.453,1.04e+03,1,-0.0742
JB409847,10148,1038,0.453,1.04e+03,0.995,-0.248
JB409847,10149,1040,0.453,1.04e+03,0.997,-0.21
JB409847,10150,1038,0.448,1.04e+03,0.995,-0.248
JB409847,10151,1042,0.453,1.04e+03,0.999,-0.171
JB409847,10152,1040,0.458,1.04e+03,0.997,-0.21
JB409847,10153,1040,0.463,1.04e+03,0.996,-0.229
JB409847,10154,1042,0.458,1.04e+03,0.998,-0.19
JB409847,10155,1042,0.458,1.04e+03,0.998,-0.19
JB409847,10156,1041,0.453,1.04e+03,0.997,-0.209
JB409847,10157,1040,0.458,1.04e+03,0.996,-0.229
JB409847,10158,1038,0.458,1.04e+03,0.994,-0.267
JB409847,10159,1037,0.458,1.04e+03,0.993,-0.287
JB409847,10160,1033,0.463,1.04e+03,0.989,-0.364
JB409847,10161,1036,0.468,1.04e+03,0.992,-0.306
JB409847,10162,1035,0.463,1.04e+03,0.991,-0.325
JB409847,10163,1034,0.468,1.04e+03,0.99,-0.345
JB409847,10164,1035,0.468,1.04e+03,0.991,-0.325
JB409847,10165,1032,0.468,1.04e+03,0.989,-0.383
JB409847,10166,1015,0.468,1.04e+03,0.971,-0.73
JB409847,10167,1015,0.468,1.04e+03,0.971,-0.73
JB409847,10168,1013,0.463,1.04e+03,0.969,-0.769
JB409847,10169,1013,0.468,1.04e+03,0.969,-0.769
JB409847,10170,1016,0.468,1.05e+03,0.971,-0.73
JB409847,10171,1016,0.473,1.05e+03,0.971,-0.73
JB409847,10172,1030,0.468,1.05e+03,0.985,-0.46
JB409847,10173,1029,0.468,1.05e+03,0.984,-0.479
JB409847,10174,1027,0.473,1.05e+03,0.982,-0.518
JB409847,10175,1028,0.468,1.05e+03,0.983,-0.499
JB409847,10176,1032,0.473,1.05e+03,0.987,-0.421
JB409847,10177,1031,0.468,1.05e+03,0.985,-0.46
JB409847,10178,1030,0.468,1.05e+03,0.984,-0.479
JB409847,10179,1030,0.463,1.05e+03,0.984,-0.479
JB409847,10180,1029,0.468,1.05e+03,0.983,-0.498
JB409847,10181,1027,0.468,1.05e+03,0.981,-0.537
JB409847,10182,1027,0.473,1.05e+03,0.981,-0.537
JB409847,10183,1027,0.468,1.05e+03,0.981,-0.537
JB409847,10184,1025,0.468,1.05e+03,0.979,-0.575
JB409847,10185,1025,0.463,1.05e+03,0.979,-0.575
JB409847,10186,1023,0.463,1.05e+03,0.977,-0.614
JB409847,10187,1019,0.463,1.05e+03,0.973,-0.691
JB409847,10188,1022,0.463,1.05e+03,0.976,-0.633
JB409847,10189,1025,0.463,1.05e+03,0.978,-0.594
JB409847,10190,1028,0.463,1.05e+03,0.981,-0.536
JB409847,10191,1032,0.463,1.05e+03,0.985,-0.459
JB409847,10192,1030,0.458,1.05e+03,0.983,-0.498
JB409847,10193,1033,0.463,1.05e+03,0.986,-0.44
JB409847,10194,1033,0.463,1.05e+03,0.986,-0.44
JB409847,10195,1031,0.463,1.05e+03,0.984,-0.479
JB409847,10196,1027,0.468,1.05e+03,0.98,-0.556
JB409847,10197,1028,0.473,1.05e+03,0.981,-0.536
JB409847,10198,1031,0.478,1.05e+03,0.983,-0.498
JB409847,10199,1033,0.483,1.05e+03,0.985,-0.459
JB409847,10200,1032,0.483,1.05e+03,0.984,-0.478
JB409847,10201,1034,0.483,1.05e+03,0.986,-0.44
JB409847,10202,1036,0.478,1.05e+03,0.988,-0.401
JB409847,10203,1037,0.478,1.05e+03,0.988,-0.401
JB409847,10204,1034,0.478,1.05e+03,0.985,-0.459
JB409847,10205,1034,0.473,1.05e+03,0.985,-0.459
JB409847,10206,1035,0.473,1.05e+03,0.986,-0.44
JB409847,10207,1031,0.468,1.05e+03,0.982,-0.516
JB409847,10208,1039,0.473,1.05e+03,0.99,-0.363
JB409847,10209,1038,0.478,1.05e+03,0.989,-0.382
JB409847,10210,1041,0.483,1.05e+03,0.991,-0.324
JB409847,10211,1042,0.483,1.05e+03,0.992,-0.305
JB409847,10212,1041,0.483,1.05e+03,0.99,-0.343
JB409847,10213,1043,0.483,1.05e+03,0.992,-0.305
JB409847,10214,1040,0.478,1.05e+03,0.99,-0.363
JB409847,10215,1041,0.478,1.05e+03,0.99,-0.343
JB409847,10216,1040,0.483,1.05e+03,0.99,-0.363
JB409847,10217,1044,0.488,1.05e+03,0.993,-0.286
JB409847,10218,1042,0.488,1.05e+03,0.99,-0.343
JB409847,10219,1044,0.488,1.05e+03,0.992,-0.305
JB409847,10220,1040,0.488,1.05e+03,0.989,-0.382
JB409847,10221,1039,0.488,1.05e+03,0.988,-0.401
JB409847,10222,1036,0.488,1.05e+03,0.985,-0.458
JB409847,10223,1037,0.488,1.05e+03,0.986,-0.439
JB409847,10224,1039,0.483,1.05e+03,0.988,-0.401
JB409847,10225,1040,0.478,1.05e+03,0.989,-0.382
JB409847,10226,1040,0.478,1.05e+03,0.989,-0.382
JB409847,10227,1041,0.478,1.05e+03,0.99,-0.362
JB409847,10228,1044,0.473,1.05e+03,0.992,-0.305
JB409847,10229,1043,0.468,1.05e+03,0.991,-0.324
JB409847,10230,1050,0.468,1.05e+03,0.997,-0.209
JB409847,10231,1050,0.468,1.05e+03,0.997,-0.209
JB409847,10232,1043,0.463,1.05e+03,0.991,-0.343
JB409847,10233,1046,0.463,1.05e+03,0.993,-0.286
JB409847,10234,1045,0.458,1.05e+03,0.991,-0.324
JB409847,10235,1050,0.458,1.05e+03,0.996,-0.228
JB409847,10236,1052,0.458,1.06e+03,0.997,-0.209
JB409847,10237,1052,0.458,1.06e+03,0.997,-0.209
JB409847,10238,1048,0.453,1.06e+03,0.993,-0.285
JB409847,10239,1047,0.453,1.06e+03,0.992,-0.304
JB409847,10240,1046,0.448,1.06e+03,0.991,-0.324
JB409847,10241,1044,0.448,1.06e+03,0.989,-0.381
JB409847,10242,1042,0.448,1.06e+03,0.987,-0.419
JB409847,10243,1048,0.448,1.06e+03,0.991,-0.323
JB409847,10244,1048,0.448,1.06e+03,0.991,-0.323
JB409847,10245,1048,0.453,1.06e+03,0.991,-0.323
JB409847,10246,1047,0.453,1.06e+03,0.991,-0.342
JB409847,10247,1049,0.448,1.06e+03,0.992,-0.304
JB409847,10248,1047,0.448,1.06e+03,0.991,-0.342
JB409847,10249,1051,0.453,1.06e+03,0.994,-0.266
JB409847,10250,1051,0.453,1.06e+03,0.994,-0.266
JB409847,10251,1055,0.453,1.06e+03,0.998,-0.19
JB409847,10252,1052,0.448,1.06e+03,0.995,-0.247
JB409847,10253,1052,0.443,1.06e+03,0.994,-0.266
JB409847,10254,1055,0.443,1.06e+03,0.997,-0.209
JB409847,10255,1057,0.443,1.06e+03,0.998,-0.19
JB409847,10256,1057,0.448,1.06e+03,0.998,-0.19
JB409847,10257,1058,0.448,1.06e+03,0.999,-0.171
JB409847,10258,1052,0.443,1.06e+03,0.993,-0.285
JB409847,10259,1047,0.448,1.06e+03,0.989,-0.38
JB409847,10260,1051,0.443,1.06e+03,0.992,-0.304
JB409847,10261,1052,0.443,1.06e+03,0.993,-0.285
JB409847,10262,1053,0.443,1.06e+03,0.993,-0.285
JB409847,10263,1053,0.443,1.06e+03,0.993,-0.285
JB409847,10264,1051,0.448,1.06e+03,0.992,-0.323
JB409847,10265,1052,0.448,1.06e+03,0.992,-0.304
JB409847,10266,1050,0.443,1.06e+03,0.991,-0.342
JB409847,10267,1051,0.443,1.06e+03,0.992,-0.323
JB409847,10268,1049,0.443,1.06e+03,0.989,-0.38
JB409847,10269,1056,0.448,1.06e+03,0.995,-0.247
JB409847,10270,1059,0.448,1.06e+03,0.998,-0.19
JB409847,10271,1063,0.443,1.06e+03,1,-0.113
JB409847,10272,1061,0.443,1.06e+03,1,-0.152
JB409847,10273,1060,0.448,1.06e+03,0.999,-0.171
JB409847,10274,1061,0.453,1.06e+03,1,-0.152
JB409847,10275,1060,0.453,1.06e+03,0.999,-0.171
JB409847,10276,1059,0.458,1.06e+03,0.997,-0.208
JB409847,10277,1060,0.453,1.06e+03,0.998,-0.189
JB409847,10278,1062,0.448,1.06e+03,0.999,-0.17
JB409847,10279,1059,0.443,1.06e+03,0.996,-0.227
JB409847,10280,1058,0.443,1.06e+03,0.994,-0.265
JB409847,10281,1056,0.443,1.06e+03,0.992,-0.303
JB409847,10282,1057,0.448,1.06e+03,0.992,-0.303
JB409847,10283,1044,0.453,1.07e+03,0.979,-0.568
JB409847,10284,1042,0.453,1.07e+03,0.977,-0.606
JB409847,10285,1050,0.458,1.07e+03,0.984,-0.473
JB409847,10286,1052,0.463,1.07e+03,0.986,-0.435
JB409847,10287,1053,0.463,1.07e+03,0.987,-0.416
JB409847,10288,1057,0.463,1.07e+03,0.99,-0.359
JB409847,10289,1055,0.463,1.07e+03,0.988,-0.397
JB409847,10290,1059,0.458,1.07e+03,0.991,-0.34
JB409847,10291,1057,0.463,1.07e+03,0.988,-0.397
JB409847,10292,1057,0.463,1.07e+03,0.988,-0.397
JB409847,10293,1057,0.463,1.07e+03,0.988,-0.397
JB409847,10294,1057,0.463,1.07e+03,0.987,-0.415
JB409847,10295,1059,0.463,1.07e+03,0.989,-0.377
JB409847,10296,1068,0.463,1.07e+03,0.995,-0.245
JB409847,10297,1070,0.458,1.07e+03,0.996,-0.227
JB409847,10298,1067,0.453,1.08e+03,0.993,-0.302
JB409847,10299,1075,0.453,1.08e+03,1,-0.152
JB409847,10300,1081,0.453,1.08e+03,1,-0.114
